City,State,Metro,County Name,Price,Earthquake Grants,Fire Grants,Flood Grants,Hurricane Grants,Mud/Landslide Grants,Other Grants,Severe Storm Grants,Tornado Grants,Earthquake Events,Fire Events,Flood Events,Hurricane Events,Mud/Landslide Events,Other Events,Severe Storm Events,Tornado Events
Lisbon,OH,Salem,Columbiana,75000.0,,,,,,,,,,,,,,,,
Bainbridge,GA,Bainbridge,Decatur,149900.0,,,,,,,1600914.43,,,,,,,,51.0,
Joshua Tree,CA,Riverside,San Bernardino,180000.0,,6698698.06,,,,,,,,142.0,,,,,,
Crystal River,FL,Homosassa Springs,Citrus,225000.0,,,,2037433.73,,,488281.97,,,,,22.0,,,22.0,
Lehigh Acres,FL,Fort Myers,Lee,170000.0,,,1715777.67,379418.02,,,10966585.33,,,,20.0,21.0,,,123.0,
San Francisco,CA,San Francisco,San Francisco,1488500.0,,,,,,,,,,,,,,,,
Saks,AL,Anniston,Calhoun,84500.0,,,438738.41,52772.48,,,7710749.01,,,,29.0,10.0,,,74.0,
Damascus,MD,Washington,Montgomery,355000.0,,197137.33,17200351.36,29119687.45,,,12201556.48,,,8.0,177.0,304.0,,,161.0,
New York,NY,New York,Queens,493499.5,,,,803787716.8,,,,,,,,792.0,,,,
Ilion,NY,Utica,Herkimer,73900.0,,,,551698.76,,,69654.74,,,,,31.0,,,12.0,
Rainbow City,AL,Gadsden,Etowah,177500.0,,,,,,,6955759.35,,,,,,,,76.0,
Freeport,FL,Crestview-Fort Walton Beach-Destin,Walton,289900.0,,,,,,,1374106.08,,,,,,,,45.0,
Monmouth,IL,,Warren,82500.0,,,4146730.51,5149596.72,,,4495602.35,,,,20.0,138.0,,,77.0,
Columbiana,OH,Salem,Columbiana,152500.0,,,,,,,,,,,,,,,,
Burgaw,NC,Wilmington,Pender,199900.0,,,,2072969.48,,,372496.63,,,,,32.0,,,17.0,
Lehman,PA,New York,Pike,105000.0,,,437577.1,2340851.07,,,35310885.08,,,,51.0,62.0,,,363.0,
Ripon,WI,Fond du Lac,Fond du Lac,134900.0,,,311950.02,,,,22381584.71,,,,27.0,,,,139.0,
Killingly,CT,Worcester,Windham,199900.0,,,,5857712.0,,,489581.46,,,,,141.0,,,37.0,
Thurmont,MD,Washington,Frederick,279900.0,59100.0,,,,,,,,1.0,,,,,,,
Anaconda,MT,,Deer Lodge,145000.0,,,,,,,438155.69,,,,,,,,8.0,
Cornelia,GA,Cornelia,Habersham,200000.0,,,,,,,0.0,,,,,,,,1.0,
Duvall,WA,Seattle,King,649000.0,,,4044356.63,,3015699.63,,4334186.27,,,,134.0,,31.0,,163.0,
Sugar Grove,IL,Chicago,Kane,279000.0,,,4591890.53,,,,1624664.36,,,,73.0,,,,49.0,
Fallston,MD,Baltimore,Harford,445000.0,,,,,,,,,,,,,,,,
Crystal River,FL,Homosassa Springs,Citrus,168250.0,,,,2037433.73,,,488281.97,,,,,22.0,,,22.0,
Lehigh Acres,FL,Fort Myers,Lee,189900.0,,,1715777.67,379418.02,,,10966585.33,,,,20.0,21.0,,,123.0,
Damascus,OR,Portland,Clackamas,469500.0,,,,,,,,,,,,,,,,
Tyngsboro,MA,Boston,Middlesex,324545.0,,,,87262075.0,,,29368978.73,,,,,406.0,,,331.0,
Palm Bay,FL,Melbourne,Brevard,197300.0,,,,1134861.5,,,10474252.86,,,,,67.0,,,81.0,
South Williamsport,PA,Williamsport,Lycoming,136400.0,,,9653654.82,,,,,,,,40.0,,,,,
Sulphur,LA,Lake Charles,Calcasieu,232000.0,,,3248059.08,24735106.44,,,,,,,13.0,148.0,,,,
Salem,NJ,Philadelphia,Salem,79900.0,,,,5042069.56,,,,,,,,71.0,,,,
Cedar Grove,NJ,New York,Essex,510000.0,,,,71666842.48,,,12759379.41,,,,,516.0,,,220.0,
Sheffield,AL,Florence,Colbert,69850.0,,,,,,,252333.05,,,,,,,,9.0,
Shawnee,KS,Kansas City,Johnson,365000.0,,,107764.77,,,,39635982.14,,,,4.0,,,,197.0,
Woods Cross,UT,Ogden,Davis,322450.0,,,,,,,190516.58,,,,,,,,8.0,
Phoenix,AZ,Phoenix,Maricopa,439900.0,,,,,,,,,,,,,,,,
Sturgis,SD,Rapid City,Meade,229900.0,,,433329.3,,,,13773085.31,,,,17.0,,,,146.0,
Woodinville,WA,Seattle,King,849900.0,,,4044356.63,,3015699.63,,4334186.27,,,,134.0,,31.0,,163.0,
Bridgeton,MO,St. Louis,Saint Louis,158900.0,,,2531794.04,,,,10705184.04,,,,105.0,,,,284.0,
Carson City,NV,Carson City,Carson City,455950.0,,,,,,,,,,,,,,,,
Florence,AL,Florence,Lauderdale,299999.0,,,,,,,1603375.86,,,,,,,,30.0,
Rancho Santa Fe,CA,San Diego,San Diego,3297000.0,,81483289.38,,,,,,,,208.0,,,,,,
Channahon,IL,Chicago,Will,249900.0,,,8222187.89,,,,2309820.33,563096.74,,,90.0,,,,90.0,38.0
Hasbrouck Heights,NJ,New York,Bergen,439000.0,,,,77003811.88,,,1725637.77,,,,,421.0,,,101.0,
Oakland,TN,Memphis,Fayette,251287.5,,88463.22,2444038.62,,,,5468209.17,38150.78,,5.0,106.0,,,,228.0,4.0
East Vincent,PA,Philadelphia,Chester,334495.0,,,120582.19,1009472.87,,,117236.51,,,,34.0,60.0,,,9.0,
Spring City,TN,Dayton,Rhea,179900.0,,,,,,,1483360.89,,,,,,,,15.0,
Santa Barbara,CA,Santa Maria-Santa Barbara,Santa Barbara,1437500.0,,7580635.62,,,,,,,,14.0,,,,,,
Elizabeth,PA,Pittsburgh,Allegheny,125000.0,,,,,,,,,,,,,,,,
Sutherlin,OR,Roseburg,Douglas,225500.0,,,217754.22,,,,12857544.02,377283.15,,,23.0,,,,118.0,10.0
Cranston,RI,Providence,Providence,395000.0,,,,,,,22308450.68,,,,,,,,126.0,
Templeton,CA,San Luis Obispo,San Luis Obispo,670000.0,,,,,,,,,,,,,,,,
Wharton,NJ,New York,Morris,221500.0,,,,38966627.53,,,2498033.1,,,,,318.0,,,69.0,
Middleton,ID,Boise City,Canyon,249900.0,,,,,,,,,,,,,,,,
Lincolnwood,IL,Chicago,Cook,409000.0,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
Kingston,WA,Bremerton,Kitsap,395000.0,,,,,,,2733424.98,,,,,,,,27.0,
Spring Hill,FL,Tampa,Hernando,195200.0,,,,2007909.24,,,11184776.61,,,,,48.0,,,104.0,
Bridgeport,TX,Dallas-Fort Worth,Wise,199500.0,,,,,,,471581.55,,,,,,,,19.0,
Rehoboth,MA,Providence,Bristol,489500.0,,,,,,,20190900.93,,,,,,,,138.0,
Pascagoula,MS,Gulfport,Jackson,123900.0,,,132198.46,8466487.89,,,10366164.45,,,,22.0,44.0,,,216.0,
Sparks,NV,Reno,Washoe,412000.0,,,,,,,,,,,,,,,,
Gladstone,MI,Escanaba,Delta,105950.0,,,,,,,,,,,,,,,,
Black River Falls,WI,,Jackson,149999.5,,,534638.99,9240089.59,,,22067752.04,,,,69.0,87.0,,,393.0,
Duluth,MN,Duluth,Saint Louis,94900.0,,,2531794.04,,,,10705184.04,,,,105.0,,,,284.0,
Mexia,TX,,Limestone,112400.0,,,209478.6,,,,9416429.09,,,,8.0,,,,49.0,
Graniteville,SC,Augusta,Aiken,192900.0,,,,,,,,,,,,,,,,
High Springs,FL,Gainesville,Alachua,195850.0,,,17065641.49,486122.3,,,24640339.44,,,,32.0,43.0,,,113.0,
 Houlton,ME,,Aroostook,92900.0,,,1499708.2,,,,,,,,52.0,,,,,
Absecon,NJ,Atlantic City,Atlantic,145000.0,,,,125672085.1,,,4971195.94,,,,,316.0,,,87.0,
Roslyn,NY,New York,Nassau,1449000.0,,,,1437128239.0,,,1458171.0,,,,,716.0,,,19.0,
Hawthorne,FL,Palatka,Putnam,149900.0,,,138709.0,3406319.25,,,659379.57,,,,9.0,76.0,,,51.0,
Floyds Knobs,IN,Louisville/Jefferson County,Floyd,389500.0,,,44330.81,,,,14036183.37,,,,2.0,,,,261.0,
Grand Terrace,CA,Riverside,San Bernardino,375000.0,,6698698.06,,,,,,,,142.0,,,,,,
Bernalillo,NM,Albuquerque,Sandoval,319000.0,,,,,,,,,,,,,,,,
Hamilton,NJ,Trenton,Mercer,282750.0,,,,454124383.8,,,9654882.43,,,,,985.0,,,313.0,
Vineyard Haven,MA,Vineyard Haven,Dukes,899000.0,,,,,,,20190900.93,,,,,,,,138.0,
Tarentum,PA,Pittsburgh,Allegheny,69947.5,,,,,,,,,,,,,,,,
Nether Providence,PA,Philadelphia,Delaware,330000.0,,,807646.45,8015365.48,,,9391123.92,,,,64.0,194.0,,,94.0,
Crestline,CA,Riverside,San Bernardino,235500.0,,6698698.06,,,,,,,,142.0,,,,,,
Rocky Point,NC,Wilmington,Pender,243250.0,,,,2072969.48,,,372496.63,,,,,32.0,,,17.0,
Clayton,GA,,Rabun,289900.0,,,,,,,295314.29,,,,,,,,11.0,
Port Saint Lucie,FL,Port St. Lucie,Saint Lucie,264000.0,,,,,,,1908872.98,,,,,,,,52.0,
Pike Road,AL,Montgomery,Montgomery,319900.0,,197137.33,17200351.36,29119687.45,,,12201556.48,,,8.0,177.0,304.0,,,161.0,
Mountain View,AR,,Stone,160000.0,,,93078.63,501099.57,,,5776905.64,,,,9.0,7.0,,,125.0,
Chelsea,AL,Birmingham,Shelby,275900.0,,,246413.92,157941.74,,,39555387.38,,,,10.0,12.0,,,292.0,
Spirit Lake,IA,Spirit Lake,Dickinson,255000.0,,,,,,,,,,,,,,,,
Glendale,AZ,Phoenix,Maricopa,285000.0,,,,,,,,,,,,,,,,
 Lunenburg,MA,Worcester,Worcester,277250.0,,,,87262075.0,,,30815678.73,1035000.0,,,,406.0,,,372.0,5.0
Vicksburg,MI,Kalamazoo,Kalamazoo,207900.0,,,,,,,577650.74,,,,,,,,60.0,
Buchanan,MI,Niles,Berrien,160000.0,,,,,,,89062.77,,,,,,,,6.0,
Milton Freewater,OR,Hermiston-Pendleton,Umatilla,169000.0,,,,,,,,,,,,,,,,
Wise,VA,Big Stone Gap,Wise,142725.0,,,,,,,471581.55,,,,,,,,19.0,
Lake Station,IN,Chicago,Lake,69400.0,,14777270.81,3728291.51,,,,64085981.68,,,76.0,75.0,,,,251.0,
Duluth,MN,Duluth,Saint Louis,114900.0,,,2531794.04,,,,10705184.04,,,,105.0,,,,284.0,
Village of Four Seasons,MO,,Camden,194950.0,,,290326.21,9720598.07,,,630950.66,85421.19,,,11.0,208.0,,,25.0,6.0
Harrisburg,PA,Harrisburg,Dauphin,124900.0,,,24850311.24,,,,,,,,83.0,,,,,
Gulf Breeze,FL,Pensacola,Santa Rosa,539900.0,,,,,,,63917153.36,,,,,,,,92.0,
Doniphan,MO,,Oregon,109500.0,,,,,,,1209107.7,,,,,,,,40.0,
Wellington,CO,Fort Collins,Larimer,350212.0,,,35902115.0,,,,2544844.26,,,,106.0,,,,46.0,
Sevierville,TN,Sevierville,Sevier,249900.0,,,13436456.86,57240310.63,,,72513298.58,541047.81,,,155.0,141.0,,,696.0,4.0
Bacliff,TX,Houston,Galveston,199900.0,,,,347395527.3,,,56058.23,,,,,288.0,,,14.0,
Mobile,AL,Mobile,Mobile,165000.0,,,,,,,10286689.59,,,,,,,,77.0,
Brandon,SD,Sioux Falls,Minnehaha,265000.0,,,,,,,,,,,,,,,,
Medina,NY,Rochester,Orleans,77400.0,,,,119433.25,,,246631.67,,,,,29.0,,,24.0,
Elkin,NC,Mount Airy,Surry,142450.0,,,,,,,,,,,,,,,,
Houston,TX,Houston,Harris,234990.0,,,48611960.21,260245203.5,,,26701559.42,,,,311.0,554.0,,,360.0,
Ingleside,TX,Corpus Christi,San Patricio,190900.0,,,,,,,,,,,,,,,,
San Marino,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,2840000.0,,27406651.26,,,,,,,,273.0,,,,,,
New Providence,NJ,New York,Union,737000.0,,,5376184.95,84118709.39,,,6785523.53,,,,27.0,540.0,,,152.0,
Hampton,VA,Virginia Beach,Hampton City,239900.0,,,,,,,,,,,,,,,,
Newport Coast,CA,Los Angeles-Long Beach-Anaheim,Orange,3519000.0,1009418.48,5351166.91,5900087.86,178470717.7,,,1475602.49,,22.0,81.0,30.0,315.0,,,121.0,
Whitemarsh,PA,Philadelphia,Montgomery,389000.0,,197137.33,17200351.36,29119687.45,,,12201556.48,,,8.0,177.0,304.0,,,161.0,
Independence,LA,Hammond,Tangipahoa,165900.0,,,239440677.0,64313197.59,,,,,,,324.0,364.0,,,,
Camden,NJ,Philadelphia,Camden,51200.0,,,290326.21,9720598.07,,,225769.48,,,,11.0,208.0,,,9.0,
Roosevelt,UT,,Duchesne,191450.0,,,,,,,,,,,,,,,,
Rockton,IL,Rockford,Winnebago,199950.0,,,311950.02,,,,11286802.21,,,,27.0,,,,80.0,
Raymond,NH,Boston,Rockingham,320000.0,,,,,,,,,,,,,,,,
Lake Grove,NY,New York,Suffolk,465000.0,,,,457517483.1,,,4759863.64,,,,,752.0,,,120.0,
Berlin,NH,Berlin,Coos,75900.0,,,,,,,,,,,,,,,,
Brookshire,TX,Houston,Waller,299540.0,,1052817.88,14295021.19,11711269.79,,,1409217.77,,,8.0,101.0,154.0,,,36.0,
Flat Rock,NC,Asheville,Henderson,465000.0,,108994.83,233060.51,5648953.47,,,29278082.75,3678183.99,,3.0,37.0,50.0,,,362.0,9.0
Lordstown,OH,Youngstown,Trumbull,119900.0,,,,,,,,,,,,,,,,
Indianapolis,IN,Indianapolis,Marion,275000.0,,932702.19,2189058.61,9610512.67,,,95873241.35,,,4.0,43.0,54.0,,,728.0,
Kansas City,MO,Kansas City,Jackson,132500.0,,,132198.46,8466487.89,,,10366164.45,,,,22.0,44.0,,,216.0,
Long Valley,NJ,New York,Morris,489000.0,,,,38966627.53,,,2498033.1,,,,,318.0,,,69.0,
Newton Falls,OH,Youngstown,Trumbull,79900.0,,,,,,,,,,,,,,,,
Oakland,NJ,New York,Bergen,475000.0,,,,77003811.88,,,1725637.77,,,,,421.0,,,101.0,
Goulds,FL,Miami-Fort Lauderdale,Miami-Dade,340990.0,,,,,,,,,,,,,,,,
Saint Augustine,FL,Jacksonville,Saint Johns,370990.0,,,,7097024.18,,,,,,,,51.0,,,,
Torrington,WY,,Goshen,160000.0,,,,,,,,,,,,,,,,
Knik-Fairview,AK,Anchorage,Matanuska Susitna,237315.0,,,,,,,,,,,,,,,,
Douglas,WY,,Converse,215000.0,,,,,,,112649.98,,,,,,,,4.0,
Woodbury,CT,Torrington,Litchfield,392450.0,,,,776608.77,,,,,,,,54.0,,,,
Amelia Court House,VA,Richmond,Amelia,256000.0,,,,,,,,,,,,,,,,
Corrales,NM,Albuquerque,Sandoval,481000.0,,,,,,,,,,,,,,,,
South Brunswick,NJ,New York,Middlesex,507400.0,,,,87262075.0,,,29368978.73,,,,,406.0,,,331.0,
Wyandanch,NY,New York,Suffolk,239999.0,,,,457517483.1,,,4759863.64,,,,,752.0,,,120.0,
Nappanee,IN,Elkhart,Elkhart,128000.0,,,285296.48,,,,15463811.74,,,,17.0,,,,264.0,
Presque Isle,ME,,Aroostook,124900.0,,,1499708.2,,,,,,,,52.0,,,,,
Glennville,GA,,Tattnall,125000.0,,,,67748.01,,,37212.29,,,,,7.0,,,3.0,
 Waterloo,NY,Seneca Falls,Seneca,89900.0,,,,,,,,,,,,,,,,
Summit,MS,McComb,Pike,179500.0,,122110.0,758676.28,2233494.43,,,28830064.17,1050391.92,,4.0,40.0,48.0,,,297.0,17.0
Rensselaer,IN,Chicago,Jasper,137900.0,,,30646215.75,4264176.28,,,70881602.36,58806.31,,,71.0,103.0,,,371.0,2.0
White Plains,MD,Washington,Charles,377900.0,,,,,,,,,,,,,,,,
Bradley,IL,Kankakee,Kankakee,114900.0,,,,,,,,,,,,,,,,
Easttown,PA,Philadelphia,Chester,686250.0,,,928228.64,9024838.35,,,9508360.43,,,,98.0,254.0,,,103.0,
Short Hills,NJ,New York,Essex,1871500.0,,,5376184.95,81931039.81,,,13656848.55,,,,27.0,534.0,,,254.0,
 Medfield,MA,Boston,Norfolk,775000.0,,,,,,,17631869.82,,,,,,,,128.0,
Papillion,NE,Omaha,Sarpy,310000.0,,,652608.0,,,,78407.27,,,,5.0,,,,14.0,
Chesterland,OH,Cleveland,Geauga,253500.0,,,,,,,,,,,,,,,,
 Newmarket,NH,Boston,Rockingham,369900.0,,,,,,,,,,,,,,,,
Fairview,NC,Asheville,Buncombe,549900.0,,,,,,,,,,,,,,,,
San Angelo,TX,San Angelo,Tom Green,155000.0,,,,,,,,,,,,,,,,
Kirkland,NY,Utica,Oneida,189000.0,,,,,,,1177182.18,,,,,,,,43.0,
Amherst,NH,Manchester,Hillsborough,389900.0,,,,122132.98,,,832441.86,,,,,47.0,,,74.0,
Maynardville,TN,Knoxville,Union,154900.0,,,7652811.56,45152081.86,,,8113207.23,,,,67.0,222.0,,,165.0,
Pequot Lakes,MN,Brainerd,Crow Wing,299900.0,,282161.19,399085.51,,,,5861476.19,,,9.0,4.0,,,,82.0,
Colonial Beach,VA,,Westmoreland,199888.0,,,,,,,,,,,,,,,,
Alexandria,IN,Indianapolis,Madison,67450.0,,,925628.21,8173967.55,,,34238485.48,,,,69.0,201.0,,,363.0,
Pleasantville,NY,New York,Westchester,817995.0,,,,15242232.98,,,,,,,,352.0,,,,
Lexington,KY,Lexington,Fayette,396000.0,,88463.22,3709693.51,,,,6415874.18,162574.78,,5.0,125.0,,,,254.0,16.0
Manchester,MD,Baltimore,Carroll,349450.0,,,,941286.35,,,11759272.35,,,,,38.0,,,129.0,
Aurora,CO,Denver,Arapahoe,375000.0,,,7392599.91,,,,,,,,47.0,,,,,
Diamondhead,MS,Gulfport,Hancock,167900.0,,,,5217692.2,,,2998199.09,,,,,59.0,,,39.0,
Coloma,MI,Niles,Berrien,139000.0,,,,,,,4552683.78,,,,,,,,49.0,
College Place,WA,Walla Walla,Walla Walla,299950.0,,,,,,,,,,,,,,,,
Bennington,NE,Omaha,Douglas,315350.0,,,7434825.02,22131919.88,,,38059922.27,617630.07,,,62.0,172.0,,,474.0,16.0
Mount Sinai,NY,New York,Suffolk,529990.0,,,,457517483.1,,,4759863.64,,,,,752.0,,,120.0,
Mount Shasta,CA,,Siskiyou,335000.0,,,,,,,,,,,,,,,,
Middletown,MD,Washington,Frederick,421950.0,59100.0,,7217070.8,22131919.88,,,25202378.25,240346.92,1.0,,39.0,172.0,,,356.0,6.0
Kingsland,TX,,Llano,455000.0,,,,,,,,,,,,,,,,
 Rhinebeck,NY,New York,Dutchess,479900.0,,,,5785154.23,,,,,,,,67.0,,,,
Clay,NY,Syracuse,Onondaga,242490.0,,,,,,,,,,,,,,,,
Galena,OH,Columbus,Delaware,432990.0,,,807646.45,8015365.48,,,9391123.92,,,,64.0,194.0,,,94.0,
Phoenix,AZ,Phoenix,Maricopa,330000.0,,,,,,,,,,,,,,,,
Washington,PA,Erie,Erie,219900.0,,,304345.1,,,,4557663.02,,,,13.0,,,,166.0,
Orion,MI,Detroit,Oakland,297515.0,,,27288921.91,,,,,,,,147.0,,,,,
Abilene,KS,,Dickinson,123000.0,,,9323212.22,,,,12204897.62,,,,54.0,,,,154.0,
Florham Park,NJ,New York,Morris,749000.0,,,,38966627.53,,,2498033.1,,,,,318.0,,,69.0,
 Macedon,NY,Rochester,Wayne,200450.0,,,129164107.6,9434032.77,,,19541894.41,60042.8,,,290.0,123.0,,,293.0,3.0
Townsend,DE,Philadelphia,New Castle,335350.0,,,,,,,,,,,,,,,,
Lakeside,AZ,Show Low,Navajo,295000.0,,,,,,,,,,,,,,,,
Aurora,IN,Cincinnati,Dearborn,154900.0,,,,,,,217826.49,,,,,,,,35.0,
Springfield,IL,Springfield,Sangamon,248250.0,,,,,,,,,,,,,,,,
Fort Worth,TX,Dallas-Fort Worth,Tarrant,292000.0,,,,,,,,,,,,,,,,
Itasca,IL,Chicago,Du Page,317000.0,,,24805152.33,,,,15351581.12,,,,95.0,,,,166.0,
Caribou,ME,,Aroostook,90000.0,,,1499708.2,,,,,,,,52.0,,,,,
York,PA,York,York,159900.0,,,9620798.43,,,,,,,,93.0,,,,,
Beaverton,MI,,Gladwin,99500.0,,,,,,,,,,,,,,,,
Margate City,NJ,Atlantic City,Atlantic,479000.0,,,,125672085.1,,,4971195.94,,,,,316.0,,,87.0,
Thomasville,GA,Thomasville,Thomas,209900.0,,,,,,,,,,,,,,,,
Accokeek,MD,Washington,Prince Georges,349900.0,,,,,,,,,,,,,,,,
River Forest,IL,Chicago,Cook,614450.0,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
Wonder Lake,IL,Chicago,McHenry,154900.0,,,2334875.58,,,,217656.89,,,,70.0,,,,19.0,
Saginaw,MI,Saginaw,Saginaw,65450.0,,,,,,,,,,,,,,,,
Bulverde,TX,San Antonio,Comal,345995.0,,,,,,,2452104.75,,,,,,,,78.0,
Myrtle Creek,OR,Roseburg,Douglas,169900.0,,,217754.22,,,,12857544.02,377283.15,,,23.0,,,,118.0,10.0
Skidaway Island,GA,Savannah,Chatham,539000.0,,,,3246789.07,,,,,,,,80.0,,,,
Clinton,IL,Bloomington,Dewitt,81900.0,,,,,,,,,,,,,,,,
Port Charlotte,FL,Punta Gorda,Charlotte,219700.0,,,,,,,,,,,,,,,,
Star,ID,Boise City,Ada,413900.0,,,,,,,,,,,,,,,,
Lonoke,AR,Little Rock,Lonoke,127950.0,,,,,,,6060777.78,,,,,,,,63.0,
Big Stone Gap,VA,Big Stone Gap,Wise,129333.0,,,1715777.67,379418.02,,,11438166.88,,,,20.0,21.0,,,142.0,
Jericho,NY,New York,Nassau,928000.0,,,,1437128239.0,,,1458171.0,,,,,716.0,,,19.0,
Wetumpka,AL,Montgomery,Elmore,239900.0,,,,,,,2719526.9,,,,,,,,38.0,
Lewistown,MT,,Fergus,179450.0,,,,,,,642355.28,,,,,,,,16.0,
Iowa,LA,Lake Charles,Calcasieu,218250.0,,,4488788.85,26105871.87,,,,,,,35.0,192.0,,,,
Berkeley Heights,NJ,New York,Union,622000.0,,,5376184.95,76205101.21,,,5649413.4,,,,27.0,477.0,,,131.0,
Roslyn Heights,NY,New York,Nassau,1107000.0,,,,1437128239.0,,,1458171.0,,,,,716.0,,,19.0,
Dardanelle,AR,Russellville,Yell,100119.0,,,4506871.84,,,,6777519.12,,,,69.0,,,,96.0,
Magee,MS,Jackson,Simpson,134500.0,,85955.5,552322.38,107112.15,,,2239638.61,,,3.0,15.0,24.0,,,64.0,
Lebanon,VA,,Russell,144950.0,,,,,,,198882.59,,,,,,,,7.0,
Nashville,GA,,Berrien,124900.0,,,,,,,169625.43,,,,,,,,11.0,
Pollock Pines,CA,Sacramento,El Dorado,318500.0,,,,,,,,,,,,,,,,
Socorro,NM,,Socorro,140000.0,,,,,,,,,,,,,,,,
Carthage,NY,Watertown,Jefferson,138972.0,,,12800166.21,57240310.63,,,97942332.9,,,,153.0,141.0,,,689.0,
Smithville,TX,Austin,Bastrop,237450.0,,29219911.62,3644088.15,,,,7137753.24,38150.78,,36.0,118.0,,,,248.0,4.0
Harrington,DE,Dover,Kent,178500.0,,,,13319132.01,,,27524161.59,,,,,137.0,,,66.0,
Nekoosa,WI,,Adams,159900.0,,,3464069.28,1683677.22,,,2898685.31,,,,90.0,14.0,,,87.0,
Wright City,MO,St. Louis,Warren,174525.0,,122110.0,4870270.22,5560979.54,,,9716369.03,1050391.92,,4.0,56.0,155.0,,,188.0,17.0
Norfolk,VA,Virginia Beach,Norfolk City,374900.0,,,,,,,,,,,,,,,,
Apex,NC,Raleigh,Wake,460380.0,,,,3746801.84,,,3101898.98,,,,,115.0,,,57.0,
Douglas,GA,Douglas,Coffee,160000.0,,,,,,,426421.62,,,,,,,,15.0,
River Grove,IL,Chicago,Cook,197950.0,,,172169402.5,,,,487306063.1,,,,405.0,,,,935.0,
Ozark,AR,,Franklin,103950.0,,,6336329.12,1963389.54,,,58102343.81,,,,92.0,65.0,,,454.0,
Jefferson,NJ,New York,Morris,269900.0,,,,73854512.06,,,5888054.39,,,,,522.0,,,118.0,
Landrum,SC,Greenville,Greenville,405000.0,,,351920.08,,,,,,,,50.0,,,,,
Newstead,NY,Buffalo,Erie,174900.0,,,,,,,1199053.13,,,,,,,,54.0,
 Chester,NY,New York,Orange,319900.0,1009418.48,5351166.91,5900087.86,178470717.7,,,1475602.49,,22.0,81.0,30.0,315.0,,,121.0,
Mora,MN,,Kanabec,170110.0,,,,,,,,,,,,,,,,
Mammoth Lakes,CA,,Mono,526950.0,,,,,,,,,,,,,,,,
Tifton,GA,Tifton,Tift,177450.0,,,,,,,418793.31,,,,,,,,10.0,
White City,OR,Medford,Jackson,249900.0,,,132198.46,8466487.89,,,10366164.45,,,,22.0,44.0,,,216.0,
Spruce Pine,NC,,Mitchell,167500.0,,,1758030.14,,,,1864470.79,,,,75.0,,,,174.0,
Woodmere,NY,New York,Nassau,824499.5,,,,1437128239.0,,,1458171.0,,,,,716.0,,,19.0,
Moyock,NC,Virginia Beach,Currituck,288637.5,,,,1385119.78,,,6856.13,,,,,45.0,,,4.0,
Brooklyn Park,MN,Minneapolis-St Paul,Hennepin,272450.0,,,,,,,,,,,,,,,,
Needville,TX,Houston,Fort Bend,299000.0,,,9218591.88,11310568.88,,,1409217.77,,,,76.0,128.0,,,36.0,
San Antonio,TX,San Antonio,Bexar,773500.0,,,,,,,2107053.59,,,,,,,,70.0,
Pahrump,NV,Pahrump,Nye,167000.0,,,,,,,,,,,,,,,,
Audubon,NJ,Philadelphia,Camden,189900.0,,,290326.21,9720598.07,,,225769.48,,,,11.0,208.0,,,9.0,
Livingston,TN,Cookeville,Overton,137400.0,,,,,,,326161.32,,,,,,,,3.0,
Appomattox,VA,Lynchburg,Appomattox,168400.0,,,,,,,,,,,,,,,,
Mount Gilead,OH,Columbus,Morrow,149700.0,,,,,,,,,,,,,,,,
Jefferson,WI,Watertown,Jefferson,149900.0,,,11159830.25,57240310.63,,,68571322.18,,,,115.0,141.0,,,604.0,
Omaha,NE,Omaha,Douglas,172250.0,,,7434825.02,22131919.88,,,38059922.27,617630.07,,,62.0,172.0,,,474.0,16.0
Midland,GA,Columbus,Muscogee,268300.0,,,48611960.21,260245203.5,,,26701559.42,,,,311.0,554.0,,,360.0,
Bristow,OK,Tulsa,Creek,89000.0,,10244579.04,,,,,575973.3,452947.38,,12.0,,,,,24.0,6.0
Troutman,NC,Charlotte,Iredell,257250.0,,,,,,,,,,,,,,,,
Osprey,FL,North Port-Sarasota-Bradenton,Sarasota,499000.0,,,,,,,351361.07,,,,,,,,36.0,
Ludowici,GA,Hinesville,Long,185000.0,,,1061305.28,21932238.59,,,2308357.64,,,,30.0,126.0,,,43.0,
Springville,AL,Birmingham,Saint Clair,239900.0,,,11159830.25,57240310.63,,,75189278.82,,,,115.0,141.0,,,687.0,
Bainbridge,GA,Bainbridge,Decatur,147000.0,,,,,,,1600914.43,,,,,,,,51.0,
Tijeras,NM,Albuquerque,Bernalillo,270000.0,,,,,,,,,,,,,,,,
Westlake,LA,Lake Charles,Calcasieu,155500.0,,,3248059.08,24735106.44,,,,,,,13.0,148.0,,,,
Tarpon Springs,FL,Tampa,Pinellas,429900.0,,,,222581.27,,,3234665.07,,,,,82.0,,,140.0,
Middlebury,IN,Elkhart,Elkhart,235950.0,,,,,,,523782.18,,,,,,,,25.0,
Indian Rocks Beach,FL,Tampa,Pinellas,549450.0,,,,222581.27,,,3234665.07,,,,,82.0,,,140.0,
Oberlin,OH,Cleveland,Lorain,165000.0,,,,,,,,,,,,,,,,
Hereford,AZ,Sierra Vista,Cochise,239500.0,,,,,,,,,,,,,,,,
